,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,41,LAL,15,351,11.9,.503,.000,.293,4.6,14.1,9.7,8.5,0.7,1.9,11.7,23.3,,0.0,0.3,0.3,.038,,-2.6,-0.6,-3.2,-0.1
1,Mark Acres,C,26,BOS,2,2,-9.1,.000,1.000,.000,0.0,57.6,29.0,0.0,0.0,0.0,0.0,22.4,,0.0,0.0,0.0,-0.454,,-12.9,-5.9,-18.8,0.0
2,Michael Adams,PG,26,DEN,2,75,17.9,.595,.611,.222,6.2,16.8,11.2,17.1,1.8,0.0,16.8,24.8,,0.1,0.1,0.1,.083,,4.1,-1.1,3.0,0.1
3,Mark Aguirre,SF,29,DET,17,462,15.2,.538,.159,.209,6.6,12.5,9.5,10.2,0.9,0.5,9.1,21.6,,0.6,0.7,1.3,.133,,1.3,0.2,1.5,0.4
4,Steve Alford,PG,24,GSW,6,52,13.8,.526,.409,.182,3.9,3.7,3.8,13.4,1.8,0.0,4.0,19.0,,0.1,0.0,0.1,.093,,1.4,-0.2,1.2,0.0
5,Richard Anderson,PF,28,POR,3,35,6.6,.417,.667,.000,0.0,10.8,4.7,13.7,0.0,1.9,0.0,7.0,,0.0,0.0,0.0,-0.005,,-1.3,-0.5,-1.7,0.0
6,Ron Anderson,SF,30,PHI,3,109,20.5,.583,.020,.098,7.2,9.1,8.2,20.1,0.5,1.2,3.6,22.3,,0.3,0.1,0.4,.161,,5.1,0.5,5.6,0.2
7,Thurl Bailey,SF,27,UTA,3,122,7.2,.443,.000,.441,8.1,13.1,10.5,3.5,0.4,2.0,18.1,16.1,,-0.1,0.0,-0.1,-0.030,,-3.4,-1.4,-4.8,-0.1
8,Charles Barkley*,PF,25,PHI,3,135,24.3,.691,.111,.689,6.6,22.1,14.4,18.4,1.9,0.9,15.8,22.8,,0.4,0.2,0.6,.213,,6.4,1.9,8.4,0.3
9,John Battle,SG,26,ATL,5,118,12.4,.478,.130,.261,5.2,9.0,7.0,25.2,0.9,0.0,8.9,21.9,,0.1,0.0,0.1,.049,,-0.3,-1.3,-1.6,0.0
10,Walter Berry,PF,24,HOU,4,57,15.1,.559,.000,.308,6.1,12.0,9.0,14.5,1.7,1.1,16.9,25.9,,0.0,0.1,0.1,.066,,-0.6,0.5,-0.2,0.0
11,Otis Birdsong,SG,33,BOS,3,20,-5.7,.200,.400,.000,0.0,11.5,5.8,6.9,2.6,3.1,37.5,17.9,,-0.2,0.0,-0.1,-0.289,,-11.6,0.1,-11.5,0.0
12,Manute Bol,C,26,GSW,8,148,5.4,.230,.611,.194,3.4,17.0,10.3,0.8,0.6,10.9,7.1,11.4,,-0.4,0.2,-0.2,-0.071,,-6.4,2.3,-4.1,-0.1
13,Sam Bowie,C,27,POR,3,67,17.2,.492,.071,.286,14.7,18.9,16.5,6.3,0.0,7.1,8.7,20.9,,0.1,0.0,0.1,.052,,0.3,-0.5,-0.2,0.0
14,Adrian Branch,SF,25,POR,1,5,11.8,.258,.000,.667,0.0,25.3,11.1,45.0,0.0,0.0,0.0,31.5,,0.0,0.0,0.0,-0.108,,-1.2,-2.8,-3.9,0.0
15,Randy Breuer,C,28,MIL,9,162,11.8,.517,.000,.406,6.9,23.6,15.2,4.9,0.7,2.7,5.0,11.9,,0.1,0.1,0.3,.074,,-0.5,0.0,-0.5,0.1
16,Scott Brooks,PG,23,PHI,3,21,6.6,.363,.333,.333,0.0,21.0,10.6,29.3,0.0,0.0,12.7,16.6,,0.0,0.0,0.0,-0.005,,-5.0,-1.8,-6.8,0.0
17,Mike Brown,C,25,UTA,2,11,-7.5,.000,.000,.000,0.0,19.4,9.4,0.0,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,-0.138,,-12.1,-1.9,-14.0,0.0
18,Tony Brown,SF,28,MIL,6,69,6.6,.431,.091,.364,3.6,8.9,6.3,12.8,1.6,0.0,7.3,9.7,,0.0,0.0,0.0,.023,,-3.8,-0.1,-3.8,0.0
19,Michael Cage,PF,27,SEA,8,175,14.6,.574,.025,.550,13.4,16.5,14.9,4.1,2.0,1.1,13.9,13.7,,0.2,0.1,0.3,.091,,0.6,-0.7,-0.1,0.1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Tony Campbell,SF,26,LAL,9,106,13.3,.688,.129,.710,4.7,8.1,6.5,8.7,1.4,0.0,18.1,20.4,,0.2,0.1,0.3,.127,,-1.4,0.3,-1.1,0.0
22,Antoine Carr,PF,27,ATL,5,81,15.0,.658,.000,.524,7.6,4.9,6.3,15.8,0.0,3.4,13.4,16.9,,0.2,0.0,0.2,.122,,1.2,1.1,2.4,0.1
23,Bill Cartwright,C,31,CHI,17,583,10.1,.546,.000,.541,6.9,16.7,12.1,5.4,0.8,1.4,18.3,17.5,,0.0,0.8,0.7,.058,,-2.7,-0.7,-3.4,-0.2
24,Tom Chambers,PF,29,PHO,12,495,18.1,.535,.086,.304,4.4,23.0,13.5,13.3,1.2,1.8,11.8,25.8,,0.5,0.8,1.3,.131,,1.6,0.8,2.5,0.6
25,Maurice Cheeks*,PG,32,PHI,3,128,23.1,.567,.024,.317,2.6,6.9,4.8,43.8,2.8,0.5,6.0,17.1,,0.4,0.1,0.6,.211,,6.7,2.2,8.9,0.3
26,Derrick Chievous,SF,21,HOU,4,40,8.3,.421,.000,.588,14.4,2.9,8.6,7.1,1.2,1.6,12.3,25.3,,0.0,0.0,0.0,-0.017,,-3.8,-2.6,-6.5,0.0
27,Ben Coleman,PF,27,PHI,3,23,19.6,.788,.000,.250,9.7,14.4,12.1,0.0,2.2,0.0,10.1,19.0,,0.1,0.0,0.1,.237,,-0.2,1.5,1.3,0.0
28,Darwin Cook,SG,30,DEN,3,66,15.9,.582,.083,.250,2.8,17.5,9.7,23.1,2.0,0.0,13.1,18.2,,0.1,0.1,0.2,.117,,-0.8,2.8,1.9,0.1
29,Michael Cooper,SG,32,LAL,15,414,12.2,.578,.618,.270,2.7,8.0,5.6,23.1,1.1,1.1,14.6,12.2,,0.7,0.3,1.0,.113,,2.0,0.8,2.8,0.5
30,Wayne Cooper,C,32,DEN,3,44,11.4,.500,.000,.000,8.5,21.5,14.6,5.9,1.0,2.8,0.0,10.7,,0.1,0.0,0.1,.104,,-2.1,1.2,-0.9,0.0
31,Tyrone Corbin,SF,26,PHO,12,310,16.9,.562,.000,.291,13.8,14.1,14.0,10.6,3.6,0.8,12.6,13.8,,0.6,0.6,1.1,.175,,1.7,2.6,4.3,0.5
32,Dave Corzine,C,32,CHI,16,219,8.3,.455,.000,.266,7.8,13.7,10.9,6.5,1.0,1.9,13.3,17.1,,-0.1,0.3,0.1,.027,,-3.3,-0.8,-4.1,-0.1
33,Terry Cummings,SF,27,MIL,5,124,15.5,.421,.014,.232,18.9,13.9,16.4,10.5,1.4,0.0,5.0,31.3,,0.0,0.0,0.0,.006,,0.2,-5.0,-4.8,-0.1
34,Brad Daugherty,C,23,CLE,5,167,13.3,.441,.021,.745,8.3,24.2,16.2,11.2,1.9,2.0,8.8,18.8,,0.0,0.3,0.3,.089,,-0.8,0.9,0.1,0.1
35,Charles Davis,SF,30,CHI,17,191,5.7,.451,.128,.191,10.3,15.7,13.1,4.0,1.1,0.4,20.3,15.2,,-0.2,0.2,0.0,.005,,-4.6,-1.1,-5.8,-0.2
36,Walter Davis,SG,34,DEN,3,94,18.0,.578,.067,.250,2.0,3.4,2.6,7.4,1.4,0.0,10.7,31.1,,0.1,0.0,0.1,.057,,1.1,-1.1,0.1,0.0
37,Fennis Dembo,SF,23,DET,2,4,2.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.8,,0.0,0.0,0.0,-0.150,,-9.7,0.9,-8.8,0.0
38,Clyde Drexler*,SG,26,POR,3,128,21.7,.529,.028,.239,10.0,6.9,8.7,31.7,2.3,1.1,13.3,28.7,,0.2,0.0,0.2,.067,,5.4,0.3,5.7,0.3
39,Kevin Duckworth,C,24,POR,3,83,6.4,.427,.000,.314,9.5,13.7,11.3,3.3,0.6,0.8,11.2,21.9,,-0.1,0.0,-0.1,-0.081,,-6.1,-3.2,-9.3,-0.2
40,Chris Dudley,C,23,CLE,1,4,-26.7,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.9,,-0.1,0.0,-0.1,-0.618,,-27.8,-5.0,-32.8,0.0
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Joe Dumars*,SG,25,DET,17,620,17.0,.541,.052,.433,2.1,6.3,4.2,25.0,1.0,0.1,10.1,22.7,,1.3,0.8,2.1,.160,,2.0,0.0,2.0,0.6
43,T.R. Dunn,SG,33,PHO,8,79,5.6,.444,.000,.286,8.8,10.6,9.7,1.4,2.9,0.0,20.2,4.8,,0.0,0.1,0.1,.076,,-3.0,1.1,-1.9,0.0
44,Mark Eaton,C,32,UTA,3,99,10.8,.572,.000,.647,11.0,23.7,17.1,1.4,0.5,1.2,24.3,11.5,,0.0,0.1,0.1,.041,,-1.4,0.1,-1.3,0.0
45,James Edwards,C,33,DET,17,317,9.8,.558,.012,.600,4.1,9.3,6.7,5.7,0.2,1.8,12.3,17.7,,0.3,0.4,0.7,.113,,-2.7,0.7,-2.0,0.0
46,Craig Ehlo,SG,27,CLE,4,97,15.6,.547,.333,.282,2.4,4.9,3.6,23.6,1.6,0.7,10.2,23.1,,0.1,0.1,0.2,.116,,1.8,0.7,2.5,0.1
47,Dale Ellis,SG,28,SEA,8,304,14.6,.524,.231,.206,4.9,7.1,6.0,5.5,1.8,0.2,10.7,26.7,,0.2,0.1,0.3,.055,,2.4,-2.0,0.4,0.2
48,Alex English*,SF,35,DEN,3,108,16.5,.565,.000,.258,6.9,4.9,6.0,16.8,0.4,0.0,16.9,30.1,,0.0,0.0,0.0,.009,,2.1,-3.0,-0.9,0.0
49,Patrick Ewing*,C,26,NYK,9,340,19.1,.536,.000,.361,7.6,24.1,15.4,9.5,1.3,3.6,8.2,23.0,,0.6,0.4,1.0,.138,,1.5,0.6,2.2,0.4
50,Jim Farmer,SG,24,UTA,2,3,-21.7,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,,0.0,0.0,0.0,-0.571,,-18.6,-10.7,-29.3,0.0
51,Sleepy Floyd,PG,28,HOU,4,160,15.3,.594,.326,.304,2.2,10.7,6.4,23.4,2.4,0.4,16.1,16.1,,0.2,0.2,0.4,.122,,1.2,0.5,1.7,0.1
52,Kevin Gamble,SF,23,BOS,1,29,5.9,.337,.091,.182,4.0,0.0,2.0,10.9,1.8,0.0,0.0,18.3,,-0.1,0.0,0.0,-0.075,,-1.9,-1.6,-3.5,0.0
53,Winston Garland,PG,24,GSW,8,270,12.1,.485,.031,.286,5.2,6.8,6.0,14.5,2.2,0.4,12.0,18.6,,0.1,0.1,0.2,.032,,-1.6,-0.8,-2.5,0.0
54,Armen Gilliam,PF,24,PHO,9,126,18.5,.602,.000,.431,14.2,22.4,18.2,2.2,0.4,0.9,14.1,21.7,,0.3,0.2,0.4,.159,,1.6,-1.5,0.1,0.1
55,Mike Gminski,C,29,PHI,3,118,11.9,.445,.000,.333,5.7,15.9,10.8,2.4,0.0,4.3,3.5,21.3,,-0.1,0.1,0.1,.022,,-1.1,-2.0,-3.1,0.0
56,Orlando Graham,PF,23,GSW,2,8,4.4,.521,.000,1.000,0.0,12.1,6.2,0.0,0.0,0.0,25.8,19.4,,0.0,0.0,0.0,-0.121,,-4.4,-3.2,-7.6,0.0
57,Horace Grant,PF,23,CHI,17,625,13.1,.571,.000,.360,10.4,20.2,15.5,8.8,0.9,1.8,16.1,14.0,,0.7,0.9,1.6,.122,,-0.3,0.3,0.0,0.3
58,A.C. Green,PF,25,LAL,15,502,12.1,.515,.026,.667,9.4,21.2,15.7,4.8,1.6,0.7,13.5,14.8,,0.4,0.6,1.0,.095,,-0.6,-0.7,-1.3,0.1
59,Rickey Green,PG,34,MIL,8,110,12.8,.471,.069,.138,3.4,11.2,7.3,26.0,2.5,0.0,11.5,15.3,,0.1,0.1,0.1,.048,,-0.4,0.8,0.4,0.1
60,Sidney Green,PF,28,NYK,9,128,9.0,.498,.000,.467,12.2,21.0,16.4,5.4,0.8,0.5,16.2,14.5,,0.0,0.1,0.1,.053,,-3.7,-1.1,-4.8,-0.1
61,Dave Greenwood,PF,31,DEN,3,34,-1.2,.363,.000,.333,5.5,27.8,16.0,3.5,1.3,1.8,46.6,14.8,,-0.2,0.0,-0.1,-0.178,,-10.8,-0.7,-11.6,-0.1
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Darrell Griffith,SG,30,UTA,3,71,13.9,.469,.388,.000,4.2,13.5,8.7,0.0,2.7,0.9,9.3,30.1,,-0.1,0.1,0.0,.002,,-0.8,-0.2,-1.0,0.0
64,Jack Haley,PF,25,CHI,5,7,23.4,.644,.000,.667,0.0,15.8,8.3,30.5,0.0,0.0,0.0,25.2,,0.0,0.0,0.0,.286,,1.7,3.7,5.4,0.0
65,Bob Hansen,SG,28,UTA,3,123,4.5,.419,.257,.286,4.0,10.4,7.1,4.6,0.4,1.0,13.2,14.6,,-0.1,0.0,-0.1,-0.030,,-4.5,-0.7,-5.2,-0.1
66,Bill Hanzlik,PF,31,DEN,3,106,12.5,.496,.182,.364,5.3,13.9,9.3,11.0,2.1,0.6,5.0,14.9,,0.1,0.1,0.2,.079,,-0.4,1.2,0.7,0.1
67,Ron Harper,SG,25,CLE,5,189,21.1,.609,.029,.377,4.3,8.8,6.5,19.7,3.1,1.4,8.0,21.2,,0.5,0.3,0.8,.208,,3.4,3.5,6.9,0.4
68,Hersey Hawkins,SG,22,PHI,3,72,-3.5,.161,.208,.083,1.6,6.1,3.9,6.8,2.1,0.9,10.8,17.1,,-0.4,0.1,-0.3,-0.227,,-9.7,-3.1,-12.8,-0.2
69,Gerald Henderson,PG,33,PHI,3,69,5.1,.434,.280,.240,4.9,6.4,5.6,10.1,1.5,0.0,15.3,20.9,,-0.2,0.0,-0.1,-0.076,,-4.8,-2.5,-7.3,-0.1
70,Rod Higgins,PF,29,GSW,8,267,18.8,.614,.427,.415,8.7,13.0,10.9,10.1,2.3,1.5,10.2,16.2,,0.7,0.2,0.9,.161,,4.4,0.7,5.0,0.5
71,Craig Hodges,SG,28,CHI,17,554,10.6,.521,.497,.079,1.8,3.4,2.6,18.0,2.1,0.4,11.6,17.0,,0.3,0.5,0.8,.072,,0.2,-0.5,-0.2,0.2
72,Jeff Hornacek,SG,25,PHO,12,374,16.8,.528,.047,.168,6.6,12.3,9.4,22.4,2.0,0.5,10.1,18.4,,0.6,0.5,1.1,.147,,1.1,1.5,2.6,0.4
73,Phil Hubbard,SF,32,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.015,,-3.8,-1.6,-5.4,0.0
74,Jay Humphries,PG,26,MIL,9,323,18.6,.575,.182,.343,3.1,7.3,5.2,37.0,1.4,0.0,9.5,18.9,,0.9,0.0,0.9,.136,,3.6,0.2,3.8,0.5
75,Marc Iavaroni,PF,32,UTA,1,1,-48.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,,0.0,0.0,0.0,-0.839,,-44.8,-12.0,-56.8,0.0
76,Mark Jackson,PG,23,NYK,9,336,17.7,.588,.280,.280,2.3,8.7,5.4,40.3,1.5,0.6,20.0,18.0,,0.6,0.2,0.8,.114,,4.6,-0.2,4.3,0.5
77,Avery Johnson,PG,23,SEA,6,31,19.8,.427,.333,.167,6.9,7.8,7.3,24.1,6.5,0.0,0.0,17.2,,0.0,0.0,0.1,.150,,1.7,4.1,5.8,0.1
78,Buck Johnson,SF,25,HOU,4,118,11.6,.498,.025,.350,6.8,7.7,7.3,16.4,1.2,1.1,11.5,18.4,,0.1,0.1,0.2,.061,,-1.2,0.1,-1.0,0.0
79,Dennis Johnson*,PG,34,BOS,3,59,3.2,.267,.000,.000,4.0,3.9,3.9,21.7,2.6,0.0,16.7,13.7,,-0.2,0.1,-0.1,-0.086,,-5.2,-0.4,-5.6,-0.1
80,Eddie Johnson,SF,29,PHO,12,392,13.8,.477,.184,.189,7.1,15.7,11.3,8.8,1.4,0.3,7.5,23.8,,0.2,0.5,0.7,.089,,0.1,-1.5,-1.3,0.1
81,Frank Johnson,PG,30,HOU,4,36,8.5,.481,.167,1.667,3.2,12.7,8.0,25.0,1.4,0.0,27.8,16.6,,0.0,0.0,0.0,-0.005,,-3.6,-1.4,-5.0,0.0
82,Kevin Johnson,PG,22,PHO,12,494,21.5,.618,.055,.604,2.4,8.2,5.3,39.4,1.8,0.6,19.3,22.3,,1.4,0.6,2.0,.193,,5.1,0.4,5.4,0.9
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Magic Johnson*,PG,29,LAL,14,518,23.4,.609,.201,.494,3.6,14.1,9.2,47.6,2.6,0.3,20.0,22.2,,1.5,0.6,2.2,.200,,6.2,2.0,8.2,1.3
85,Steve Johnson,C,31,POR,3,34,0.6,.376,.000,.375,2.9,18.6,9.8,0.0,2.9,0.0,24.4,14.7,,-0.1,0.0,-0.1,-0.123,,-10.7,-2.1,-12.8,-0.1
86,Vinnie Johnson,SG,32,DET,17,372,19.0,.526,.120,.310,5.0,9.2,7.1,21.2,0.6,0.6,8.5,30.5,,0.6,0.5,1.1,.147,,2.8,-0.1,2.7,0.4
87,Caldwell Jones,PF,38,POR,3,50,2.6,.667,.000,.000,3.9,15.2,8.9,0.0,0.0,4.1,50.0,4.9,,0.0,0.0,-0.1,-0.069,,-6.4,0.1,-6.3,-0.1
88,Michael Jordan*,SG,25,CHI,17,718,29.9,.602,.090,.587,4.4,14.4,9.6,38.0,3.1,1.2,12.2,35.4,,2.8,1.2,4.0,.270,,9.1,3.1,12.1,2.5
89,Jerome Kersey,SF,26,POR,3,117,20.3,.551,.043,.404,9.3,14.0,11.4,8.6,4.2,0.6,6.7,20.6,,0.3,0.0,0.3,.128,,2.4,1.8,4.2,0.2
90,Randolph Keys,SF,22,CLE,1,12,-12.3,.000,.333,.000,0.0,29.7,14.7,11.2,0.0,0.0,40.0,19.1,,-0.1,0.0,-0.1,-0.408,,-16.3,-3.6,-19.9,-0.1
91,Joe Kleine,C,27,BOS,3,65,8.6,.635,.091,.818,7.2,23.0,15.2,4.5,0.0,1.0,28.6,14.4,,0.0,0.1,0.1,.038,,-2.7,-0.4,-3.1,0.0
92,Jon Koncak,C,25,ATL,5,192,15.8,.735,.000,1.138,10.3,22.0,16.0,3.4,0.6,2.9,15.5,12.3,,0.5,0.1,0.7,.166,,1.1,1.1,2.2,0.2
93,Larry Krystkowiak,PF,24,MIL,8,239,10.4,.521,.029,.456,7.2,16.0,11.6,8.1,0.5,0.3,16.4,19.8,,0.0,0.1,0.0,.007,,-1.5,-1.7,-3.2,-0.1
94,Bill Laimbeer,C,31,DET,17,497,14.2,.553,.296,.218,6.1,27.0,16.5,9.5,0.7,1.2,10.9,16.1,,0.6,1.0,1.6,.155,,0.7,1.7,2.4,0.6
